TITLE     = "fluent21.1.0  build-id: 10179"
VARIABLES = "X"
"Y"
"Velocity Magnitude"
DATASETAUXDATA CFDA.ID1="Pressure"
DATASETAUXDATA CFDA.ID2="Density"
DATASETAUXDATA Common.DensityVar="12"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="14"
DATASETAUXDATA Common.VVar="7"
ZONE T="sur_out"
 STRANDID=1, SOLUTIONTIME=52.75
 Nodes=14307, Elements=14184, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 FACENEIGHBORCONNECTIONS=1051
 FACENEIGHBORMODE=GLOBALONETOMANY
 DT=(DOUBLE DOUBLE DOUBLE )
 9.063741353E-01 -1.533338230E-01 3.141584250E-02
 9.085549316E-01 -1.499999695E-01 3.141572985E-02
 9.045625610E-01 -1.499999695E-01 3.141597540E-02
 9.113484739E-01 -1.542039737E-01 3.141531355E-02
 9.125473633E-01 -1.499999695E-01 3.141524315E-02
 9.158872510E-01 -1.545530096E-01 3.141483539E-02
 9.165397949E-01 -1.499999695E-01 3.141483059E-02
 9.202813887E-01 -1.546971369E-01 3.141413252E-02
 9.205321655E-01 -1.499999695E-01 3.141424580E-02
 9.153732023E-01 -1.592847587E-01 3.141476316E-02
 9.105860375E-01 -1.589034663E-01 3.141539354E-02
 9.200174968E-01 -1.594914330E-01 3.141386557E-02
 9.246753578E-01 -1.547218036E-01 3.141328431E-02
 9.245245361E-01 -1.499999695E-01 3.141349733E-02
 9.196650126E-01 -1.643875110E-01 3.141367247E-02
 9.149934157E-01 -1.641505016E-01 3.141473195E-02
 9.247319267E-01 -1.595607292E-01 3.141282256E-02
 9.291435651E-01 -1.546135919E-01 3.141231789E-02
 9.285169678E-01 -1.499999695E-01 3.141268364E-02
 9.189842873E-01 -1.693168603E-01 3.141361422E-02
 9.151122900E-01 -1.691581358E-01 3.141479447E-02
 9.246431338E-01 -1.645467493E-01 3.141245273E-02
 9.295641308E-01 -1.594556999E-01 3.141164452E-02
 9.337923174E-01 -1.542675551E-01 3.141126868E-02
 9.325093994E-01 -1.499999695E-01 3.141170892E-02
 9.167942972E-01 -1.739748461E-01 3.141417026E-02
 9.243358033E-01 -1.697051442E-01 3.141215764E-02
 9.298087871E-01 -1.644979192E-01 3.141110436E-02
 9.345369575E-01 -1.591321581E-01 3.141039746E-02
 9.365017700E-01 -1.499999695E-01 3.141097962E-02
 9.389513414E-01 -1.533187119E-01 3.140993364E-02
 9.236803391E-01 -1.752162271E-01 3.141198921E-02
 9.300185846E-01 -1.697216903E-01 3.141051175E-02
 9.349695572E-01 -1.642417479E-01 3.140962294E-02
 9.397825131E-01 -1.585509680E-01 3.140884287E-02
 9.404941406E-01 -1.499999695E-01 3.141003524E-02
 9.303635284E-01 -1.753017109E-01 3.140994610E-02
 9.232161545E-01 -1.818583126E-01 3.141198542E-02
 9.163281153E-01 -1.813740034E-01 3.141437021E-02
 9.355252294E-01 -1.693559242E-01 3.140893454E-02
 9.399633246E-01 -1.639624724E-01 3.140803348E-02
 9.441600496E-01 -1.537686594E-01 3.140831284E-02
 9.456402443E-01 -1.577784576E-01 3.140707131E-02
 9.444865723E-01 -1.499999695E-01 3.140865877E-02
 9.301936990E-01 -1.820288982E-01 3.140948411E-02
 9.375023765E-01 -1.742006914E-01 3.140743179E-02
 9.226345849E-01 -1.887680603E-01 3.141205714E-02
 9.156516954E-01 -1.882958119E-01 3.141471587E-02
 9.395692581E-01 -1.692421958E-01 3.140730303E-02
 9.454886739E-01 -1.637986387E-01 3.140615571E-02
 9.475435346E-01 -1.539670303E-01 3.140722018E-02
 9.484789429E-01 -1.499999695E-01 3.140741422E-02
 9.298106929E-01 -1.890515631E-01 3.140913816E-02
 9.373303169E-01 -1.818673785E-01 3.140663220E-02
 9.146945579E-01 -1.951420841E-01 3.141531701E-02
 9.218328787E-01 -1.958039722E-01 3.141228434E-02
 9.452493199E-01 -1.694314229E-01 3.140523567E-02
 9.511950355E-01 -1.587907318E-01 3.140495258E-02
 9.510647509E-01 -1.640042044E-01 3.140406454E-02
 9.518771220E-01 -1.543079604E-01 3.140570395E-02
 9.524713745E-01 -1.499999695E-01 3.140603786E-02
 9.292868377E-01 -1.962430231E-01 3.140901223E-02
 9.370960359E-01 -1.891317932E-01 3.140594503E-02
 9.447235495E-01 -1.752362476E-01 3.140437238E-02
 9.445091721E-01 -1.820998357E-01 3.140349195E-02
 9.207163849E-01 -2.030311773E-01 3.141269607E-02
 9.148725468E-01 -2.026967259E-01 3.141607480E-02
 9.511988423E-01 -1.694421555E-01 3.140291113E-02
 9.561771036E-01 -1.590482617E-01 3.140314350E-02
 9.563496295E-01 -1.639608538E-01 3.140198976E-02
 9.562857932E-01 -1.544540392E-01 3.140410886E-02
 9.564637451E-01 -1.499999695E-01 3.140453861E-02
 9.368725146E-01 -1.964014959E-01 3.140542276E-02
 9.286355164E-01 -2.037008615E-01 3.140897118E-02
 9.443383146E-01 -1.892000339E-01 3.140258329E-02
 9.516133455E-01 -1.752047448E-01 3.140163245E-02
 9.516099804E-01 -1.820850048E-01 3.140035935E-02
 9.175400052E-01 -2.099185105E-01 3.141506168E-02
 9.568465485E-01 -1.691022408E-01 3.140078920E-02
 9.608675286E-01 -1.589544656E-01 3.140123800E-02
 9.612956248E-01 -1.636571894E-01 3.139987604E-02
 9.606200050E-01 -1.544334409E-01 3.140242970E-02
 9.604561768E-01 -1.499999695E-01 3.140292870E-02
 9.442580699E-01 -1.963791091E-01 3.140171186E-02
 9.368548601E-01 -2.038575609E-01 3.140478068E-02
 9.276997878E-01 -2.116763707E-01 3.140923952E-02
 9.514582129E-01 -1.892047088E-01 3.139913598E-02
 9.588880322E-01 -1.740253153E-01 3.139858458E-02
 9.588240880E-01 -1.818227195E-01 3.139696524E-02
 9.609441486E-01 -1.689537052E-01 3.139874474E-02
 9.653773338E-01 -1.586410441E-01 3.139955790E-02
 9.670170424E-01 -1.627240439E-01 3.139757132E-02
 9.648728507E-01 -1.542952404E-01 3.140072660E-02
 9.644485474E-01 -1.499999695E-01 3.140131119E-02
 9.446877757E-01 -2.035377877E-01 3.140081639E-02
 9.511387018E-01 -1.963991800E-01 3.139799817E-02
 9.372382573E-01 -2.118070106E-01 3.140406588E-02
 9.273936275E-01 -2.212738868E-01 3.140946175E-02
 9.173436780E-01 -2.209147683E-01 3.141586441E-02
 9.587182113E-01 -1.891619236E-01 3.139548882E-02
 9.662120305E-01 -1.750431663E-01 3.139482319E-02
 9.660752234E-01 -1.820083639E-01 3.139328732E-02
 9.667444453E-01 -1.690038490E-01 3.139615388E-02
 9.687604493E-01 -1.585520757E-01 3.139789238E-02
 9.690536032E-01 -1.540762192E-01 3.139893384E-02
 9.684409790E-01 -1.499999695E-01 3.139952514E-02
 9.473418218E-01 -2.103881614E-01 3.139817210E-02
 9.503205897E-01 -2.035624704E-01 3.139706917E-02
 9.585223694E-01 -1.964824224E-01 3.139412445E-02
 9.370974519E-01 -2.213380127E-01 3.140334786E-02
 9.274657950E-01 -2.311744584E-01 3.140930050E-02
 9.174098815E-01 -2.312835999E-01 3.141633886E-02
 9.660488459E-01 -1.891667801E-01 3.139165746E-02
 9.731355162E-01 -1.751248668E-01 3.139152683E-02
 9.732086682E-01 -1.819903500E-01 3.138966400E-02
 9.728042098E-01 -1.692841454E-01 3.139321945E-02
 9.729120411E-01 -1.637297756E-01 3.139455298E-02
 9.736054537E-01 -1.587291759E-01 3.139564543E-02
 9.741509171E-01 -1.534289073E-01 3.139679596E-02
 9.724333496E-01 -1.499999695E-01 3.139803645E-02
 9.470720462E-01 -2.211245157E-01 3.139702213E-02
 9.581385170E-01 -2.039606401E-01 3.139283898E-02
 9.660989304E-01 -1.964433305E-01 3.139002222E-02
 9.367641620E-01 -2.311902646E-01 3.140266693E-02
 9.283813001E-01 -2.409853805E-01 3.140900078E-02
 9.179457012E-01 -2.416575019E-01 3.141664242E-02
 9.732910748E-01 -1.890776735E-01 3.138778944E-02
 9.803246555E-01 -1.741424713E-01 3.138801235E-02
 9.803328513E-01 -1.817290196E-01 3.138589423E-02
 9.784331753E-01 -1.692470078E-01 3.139066287E-02
 9.782331320E-01 -1.641461778E-01 3.139198160E-02
 9.786128642E-01 -1.591705864E-01 3.139319196E-02
 9.792477509E-01 -1.543140108E-01 3.139412777E-02
 9.764257813E-01 -1.499999695E-01 3.139654208E-02
 9.573904399E-01 -2.119090223E-01 3.139171824E-02
 9.467274024E-01 -2.313271992E-01 3.139582955E-02
 9.571384466E-01 -2.214621281E-01 3.139035163E-02
 9.663389475E-01 -2.039076741E-01 3.138818256E-02
 9.734896398E-01 -1.962497895E-01 3.138587228E-02
 9.358775141E-01 -2.409695196E-01 3.140229860E-02
 9.322361904E-01 -2.501400422E-01 3.140543484E-02
 9.191904432E-01 -2.524483661E-01 3.141659653E-02
 9.804112004E-01 -1.889173528E-01 3.138381764E-02
 9.873459249E-01 -1.752232714E-01 3.138381249E-02
 9.873888338E-01 -1.818531253E-01 3.138194898E-02
 9.823758098E-01 -1.693881911E-01 3.138822645E-02
 9.829874433E-01 -1.644041921E-01 3.138943313E-02
 9.833790799E-01 -1.594618640E-01 3.139072937E-02
 9.804181519E-01 -1.499999695E-01 3.139448826E-02
 9.838183274E-01 -1.546364899E-01 3.139188345E-02
 9.669599122E-01 -2.118425983E-01 3.138610725E-02
 9.461642621E-01 -2.415763608E-01 3.139501195E-02
 9.570313596E-01 -2.314700704E-01 3.138860500E-02
 9.671102830E-01 -2.213833227E-01 3.138387148E-02
 9.741710821E-01 -2.034136964E-01 3.138393429E-02
 9.804011012E-01 -1.960898447E-01 3.138173888E-02
 9.068370381E-01 -2.419266309E-01 3.142511291E-02
 9.067628360E-01 -2.530357910E-01 3.142700740E-02
 9.198820597E-01 -2.649852497E-01 3.141598135E-02
 9.327691378E-01 -2.641116002E-01 3.140436478E-02
 9.876159369E-01 -1.887726030E-01 3.137975789E-02
 9.939136069E-01 -1.751529411E-01 3.138031826E-02
 9.942586497E-01 -1.816650765E-01 3.137814198E-02
